# wavelength_A  flux_norm
5971.04638  1.00000000
5971.18390  1.00000000
5971.32142  1.00000000
5971.45893  1.00000000
5971.59645  1.00000000
5971.73397  1.00000000
5971.87148  1.00000000
5972.00900  1.00000000
5972.14652  1.00000000
5972.28404  1.00000000
5972.42155  1.00000000
5972.55907  1.00000000
5972.69659  1.00000000
5972.83410  1.00000000
5972.97162  1.00000000
5973.10914  1.00000000
5973.24666  1.00000000
5973.38417  1.00000000
5973.52169  1.00000000
5973.65921  1.00000000
5973.79672  1.00000000
5973.93424  1.00000000
5974.07176  1.00000000
5974.20928  1.00000000
5974.34679  1.00000000
5974.48431  1.00000000
5974.62183  1.00000000
5974.75934  1.00000000
5974.89686  1.00000000
5975.03438  1.00000000
5975.17190  1.00000000
5975.30941  1.00000000
5975.44693  1.00000000
5975.58445  1.00000000
5975.72197  1.00000000
5975.85948  1.00000000
5975.99700  1.00000000
5976.13452  1.00000000
5976.27203  1.00000000
5976.40955  1.00000000
5976.54707  1.00000000
5976.68459  1.00000000
5976.82210  1.00000000
5976.95962  1.00000000
5977.09714  1.00000000
5977.23465  1.00000000
5977.37217  1.00000000
5977.50969  1.00000000
5977.64721  1.00000000
5977.78472  1.00000000
5977.92224  1.00000000
5978.05976  1.00000000
5978.19727  1.00000000
5978.33479  1.00000000
5978.47231  1.00000000
5978.60983  1.00000000
5978.74734  1.00000000
5978.88486  1.00000000
5979.02238  1.00000000
5979.15989  1.00000000
5979.29741  1.00000000
5979.43493  1.00000000
5979.57245  1.00000000
5979.70996  1.00000000
5979.84748  1.00000000
5979.98500  1.00000000
5980.12252  1.00000000
5980.26003  1.00000000
5980.39755  1.00000000
5980.53507  1.00000000
5980.67258  1.00000000
5980.81010  1.00000000
5980.94762  1.00000000
5981.08514  1.00000000
5981.22265  1.00000000
5981.36017  1.00000000
5981.49769  1.00000000
5981.63520  1.00000000
5981.77272  1.00000000
5981.91024  1.00000000
5982.04776  1.00000000
5982.18527  1.00000000
5982.32279  1.00000000
5982.46031  1.00000000
5982.59782  1.00000000
5982.73534  1.00000000
5982.87286  1.00000000
5983.01038  1.00000000
5983.14789  1.00000000
5983.28541  1.00000000
5983.42293  1.00000000
5983.56045  1.00000000
5983.69796  1.00000000
5983.83548  1.00000000
5983.97300  1.00000000
5984.11051  1.00000000
5984.24803  1.00000000
5984.38555  1.00000000
5984.52307  1.00000000
5984.66058  1.00000000
5984.79810  1.00000000
5984.93562  1.00000000
5985.07313  1.00000000
5985.21065  1.00000000
5985.34817  1.00000000
5985.48569  1.00000000
5985.62320  1.00000000
5985.76072  1.00000000
5985.89824  1.00000000
5986.03575  1.00000000
5986.17327  1.00000000
5986.31079  1.00000000
5986.44831  1.00000000
5986.58582  1.00000000
5986.72334  1.00000000
5986.86086  1.00000000
5986.99837  1.00000000
5987.13589  1.00000000
5987.27341  1.00000000
5987.41093  1.00000000
5987.54844  1.00000000
5987.68596  1.00000000
5987.82348  1.00000000
5987.96100  1.00000000
5988.09851  1.00000000
5988.23603  1.00000000
5988.37355  1.00000000
5988.51106  1.00000000
5988.64858  1.00000000
5988.78610  1.00000000
5988.92362  1.00000000
5989.06113  1.00000000
5989.19865  1.00000000
5989.33617  1.00000000
5989.47368  1.00000000
5989.61120  1.00000000
5989.74872  1.00000000
5989.88624  1.00000000
5990.02375  1.00000000
5990.16127  1.00000000
5990.29879  1.00000000
5990.43630  1.00000000
5990.57382  1.00000000
5990.71134  1.00000000
5990.84886  1.00000000
5990.98637  1.00000000
5991.12389  1.00000000
5991.26141  1.00000000
5991.39892  1.00000000
5991.53644  1.00000000
5991.67396  1.00000000
5991.81148  1.00000000
5991.94899  1.00000000
5992.08651  1.00000000
5992.22403  1.00000000
5992.36155  1.00000000
5992.49906  1.00000000
5992.63658  1.00000000
5992.77410  1.00000000
5992.91161  1.00000000
5993.04913  1.00000000
5993.18665  1.00000000
5993.32417  1.00000000
5993.46168  1.00000000
5993.59920  1.00000000
5993.73672  1.00000000
5993.87423  1.00000000
5994.01175  1.00000000
5994.14927  1.00000000
5994.28679  1.00000000
5994.42430  1.00000000
5994.56182  1.00000000
5994.69934  1.00000000
5994.83685  1.00000000
5994.97437  1.00000000
5995.11189  1.00000000
5995.24941  1.00000000
5995.38692  1.00000000
5995.52444  1.00000000
5995.66196  1.00000000
5995.79947  1.00000000
5995.93699  1.00000000
5996.07451  1.00000000
5996.21203  1.00000000
5996.34954  1.00000000
5996.48706  1.00000000
5996.62458  1.00000000
5996.76210  1.00000000
5996.89961  1.00000000
5997.03713  1.00000000
5997.17465  1.00000000
5997.31216  1.00000000
5997.44968  1.00000000
5997.58720  1.00000000
5997.72472  1.00000000
5997.86223  1.00000000
5997.99975  1.00000000
5998.13727  1.00000000
5998.27478  1.00000000
5998.41230  1.00000000
5998.54982  1.00000000
5998.68734  1.00000000
5998.82485  1.00000000
5998.96237  1.00000000
5999.09989  1.00000000
5999.23740  1.00000000
5999.37492  1.00000000
5999.51244  1.00000000
5999.64996  1.00000000
5999.78747  1.00000000
5999.92499  1.00000000
6000.06251  1.00000000
6000.20003  1.00000000
6000.33754  1.00000000
6000.47506  1.00000000
6000.61258  1.00000000
6000.75009  1.00000000
6000.88761  1.00000000
6001.02513  1.00000000
6001.16265  1.00000000
6001.30016  1.00000000
6001.43768  1.00000000
6001.57520  1.00000000
6001.71271  1.00000000
6001.85023  1.00000000
6001.98775  1.00000000
6002.12527  1.00000000
6002.26278  1.00000000
6002.40030  1.00000000
6002.53782  1.00000000
6002.67533  1.00000000
6002.81285  1.00000000
6002.95037  1.00000000
6003.08789  1.00000000
6003.22540  1.00000000
6003.36292  1.00000000
6003.50044  1.00000000
6003.63795  1.00000000
6003.77547  1.00000000
6003.91299  1.00000000
6004.05051  1.00000000
6004.18802  1.00000000
6004.32554  1.00000000
6004.46306  1.00000000
6004.60058  1.00000000
6004.73809  1.00000000
6004.87561  1.00000000
6005.01313  1.00000000
6005.15064  1.00000000
6005.28816  1.00000000
6005.42568  1.00000000
6005.56320  1.00000000
6005.70071  1.00000000
6005.83823  1.00000000
6005.97575  1.00000000
6006.11326  1.00000000
6006.25078  1.00000000
6006.38830  1.00000000
6006.52582  1.00000000
6006.66333  1.00000000
6006.80085  1.00000000
6006.93837  1.00000000
6007.07588  1.00000000
6007.21340  1.00000000
6007.35092  1.00000000
6007.48844  1.00000000
6007.62595  1.00000000
6007.76347  1.00000000
6007.90099  1.00000000
6008.03850  1.00000000
6008.17602  1.00000000
6008.31354  1.00000000
6008.45106  1.00000000
6008.58857  1.00000000
6008.72609  1.00000000
6008.86361  1.00000000
6009.00113  1.00000000
6009.13864  1.00000000
6009.27616  1.00000000
6009.41368  1.00000000
6009.55119  1.00000000
6009.68871  1.00000000
6009.82623  1.00000000
6009.96375  1.00000000
6010.10126  1.00000000
6010.23878  1.00000000
6010.37630  1.00000000
6010.51381  1.00000000
6010.65133  1.00000000
6010.78885  1.00000000
6010.92637  1.00000000
6011.06388  1.00000000
6011.20140  1.00000000
6011.33892  1.00000000
6011.47643  1.00000000
6011.61395  1.00000000
6011.75147  1.00000000
6011.88899  1.00000000
6012.02650  1.00000000
6012.16402  1.00000000
6012.30154  1.00000000
6012.43905  1.00000000
6012.57657  1.00000000
6012.71409  1.00000000
6012.85161  1.00000000
6012.98912  1.00000000
6013.12664  1.00000000
6013.26416  1.00000000
6013.40168  1.00000000
6013.53919  1.00000000
6013.67671  1.00000000
6013.81423  1.00000000
6013.95174  1.00000000
6014.08926  1.00000000
6014.22678  1.00000000
6014.36430  1.00000000
6014.50181  1.00000000
6014.63933  1.00000000
6014.77685  1.00000000
6014.91436  1.00000000
6015.05188  1.00000000
6015.18940  1.00000000
6015.32692  1.00000000
6015.46443  1.00000000
6015.60195  1.00000000
6015.73947  1.00000000
6015.87698  1.00000000
6016.01450  1.00000000
6016.15202  1.00000000
6016.28954  1.00000000
6016.42705  1.00000000
6016.56457  1.00000000
6016.70209  1.00000000
6016.83960  1.00000000
6016.97712  1.00000000
6017.11464  1.00000000
6017.25216  1.00000000
6017.38967  1.00000000
6017.52719  1.00000000
6017.66471  1.00000000
6017.80223  1.00000000
6017.93974  1.00000000
6018.07726  1.00000000
6018.21478  1.00000000
6018.35229  1.00000000
6018.48981  1.00000000
6018.62733  1.00000000
6018.76485  1.00000000
6018.90236  1.00000000
6019.03988  1.00000000
6019.17740  1.00000000
6019.31491  1.00000000
6019.45243  1.00000000
6019.58995  1.00000000
6019.72747  1.00000000
6019.86498  1.00000000
6020.00250  1.00000000
6020.14002  1.00000000
6020.27753  1.00000000
6020.41505  1.00000000
6020.55257  1.00000000
6020.69009  1.00000000
6020.82760  1.00000000
6020.96512  1.00000000
6021.10264  1.00000000
6021.24016  1.00000000
6021.37767  1.00000000
6021.51519  1.00000000
6021.65271  1.00000000
6021.79022  1.00000000
6021.92774  1.00000000
6022.06526  1.00000000
6022.20278  1.00000000
6022.34029  1.00000000
6022.47781  1.00000000
6022.61533  1.00000000
6022.75284  1.00000000
6022.89036  1.00000000
6023.02788  1.00000000
6023.16540  1.00000000
6023.30291  1.00000000
6023.44043  1.00000000
6023.57795  1.00000000
6023.71546  1.00000000
6023.85298  1.00000000
6023.99050  1.00000000
6024.12802  1.00000000
6024.26553  1.00000000
6024.40305  1.00000000
6024.54057  1.00000000
6024.67808  1.00000000
6024.81560  1.00000000
6024.95312  1.00000000
6025.09064  1.00000000
6025.22815  1.00000000
6025.36567  1.00000000
6025.50319  1.00000000
6025.64071  1.00000000
6025.77822  1.00000000
6025.91574  1.00000000
6026.05326  1.00000000
6026.19077  1.00000000
6026.32829  1.00000000
6026.46581  1.00000000
6026.60333  1.00000000
6026.74084  1.00000000
6026.87836  1.00000000
6027.01588  1.00000000
6027.15339  1.00000000
6027.29091  1.00000000
6027.42843  1.00000000
6027.56595  1.00000000
6027.70346  1.00000000
6027.84098  1.00000000
6027.97850  1.00000000
6028.11601  1.00000000
6028.25353  1.00000000
6028.39105  1.00000000
6028.52857  1.00000000
6028.66608  1.00000000
6028.80360  1.00000000
6028.94112  1.00000000
6029.07863  1.00000000
6029.21615  1.00000000
6029.35367  1.00000000
6029.49119  1.00000000
6029.62870  1.00000000
6029.76622  1.00000000
6029.90374  1.00000000
6030.04126  1.00000000
6030.17877  1.00000000
6030.31629  1.00000000
6030.45381  1.00000000
6030.59132  1.00000000
6030.72884  1.00000000
6030.86636  1.00000000
6031.00388  1.00000000
6031.14139  1.00000000
6031.27891  1.00000000
6031.41643  1.00000000
6031.55394  1.00000000
6031.69146  1.00000000
6031.82898  1.00000000
6031.96650  1.00000000
6032.10401  1.00000000
6032.24153  1.00000000
6032.37905  1.00000000
6032.51656  1.00000000
6032.65408  1.00000000
6032.79160  1.00000000
6032.92912  1.00000000
6033.06663  1.00000000
6033.20415  1.00000000
6033.34167  1.00000000
6033.47918  1.00000000
6033.61670  1.00000000
6033.75422  1.00000000
6033.89174  1.00000000
6034.02925  1.00000000
6034.16677  1.00000000
6034.30429  1.00000000
6034.44181  1.00000000
6034.57932  1.00000000
6034.71684  1.00000000
6034.85436  1.00000000
6034.99187  1.00000000
6035.12939  1.00000000
6035.26691  1.00000000
6035.40443  1.00000000
6035.54194  1.00000000
6035.67946  1.00000000
6035.81698  1.00000000
6035.95449  1.00000000
6036.09201  1.00000000
6036.22953  1.00000000
6036.36705  1.00000000
6036.50456  1.00000000
6036.64208  1.00000000
6036.77960  1.00000000
6036.91711  1.00000000
6037.05463  1.00000000
6037.19215  1.00000000
6037.32967  1.00000000
6037.46718  1.00000000
6037.60470  1.00000000
6037.74222  1.00000000
6037.87973  1.00000000
6038.01725  1.00000000
6038.15477  1.00000000
6038.29229  1.00000000
6038.42980  1.00000000
6038.56732  1.00000000
6038.70484  1.00000000
6038.84236  1.00000000
6038.97987  1.00000000
6039.11739  1.00000000
6039.25491  1.00000000
6039.39242  1.00000000
6039.52994  1.00000000
6039.66746  1.00000000
6039.80498  1.00000000
6039.94249  1.00000000
6040.08001  1.00000000
6040.21753  1.00000000
6040.35504  1.00000000
6040.49256  1.00000000
6040.63008  1.00000000
6040.76760  1.00000000
6040.90511  1.00000000
6041.04263  1.00000000
6041.18015  1.00000000
6041.31766  1.00000000
6041.45518  1.00000000
6041.59270  1.00000000
6041.73022  1.00000000
6041.86773  1.00000000
6042.00525  1.00000000
6042.14277  1.00000000
6042.28029  1.00000000
6042.41780  1.00000000
6042.55532  1.00000000
6042.69284  1.00000000
6042.83035  1.00000000
6042.96787  1.00000000
6043.10539  1.00000000
6043.24291  1.00000000
6043.38042  1.00000000
6043.51794  1.00000000
6043.65546  1.00000000
6043.79297  1.00000000
6043.93049  1.00000000
6044.06801  1.00000000
6044.20553  1.00000000
6044.34304  1.00000000
6044.48056  1.00000000
6044.61808  1.00000000
6044.75559  1.00000000
6044.89311  1.00000000
6045.03063  1.00000000
6045.16815  1.00000000
6045.30566  1.00000000
6045.44318  1.00000000
6045.58070  1.00000000
6045.71821  1.00000000
6045.85573  1.00000000
6045.99325  1.00000000
6046.13077  1.00000000
6046.26828  1.00000000
6046.40580  1.00000000
6046.54332  1.00000000
6046.68084  1.00000000
6046.81835  1.00000000
6046.95587  1.00000000
6047.09339  1.00000000
6047.23090  1.00000000
6047.36842  1.00000000
6047.50594  1.00000000
6047.64346  1.00000000
6047.78097  1.00000000
6047.91849  1.00000000
6048.05601  1.00000000
6048.19352  1.00000000
6048.33104  1.00000000
6048.46856  1.00000000
6048.60608  1.00000000
6048.74359  1.00000000
6048.88111  1.00000000
6049.01863  1.00000000
6049.15614  1.00000000
6049.29366  1.00000000
6049.43118  1.00000000
6049.56870  1.00000000
6049.70621  1.00000000
6049.84373  1.00000000
6049.98125  1.00000000
6050.11876  1.00000000
6050.25628  1.00000000
6050.39380  1.00000000
6050.53132  1.00000000
6050.66883  1.00000000
6050.80635  1.00000000
6050.94387  1.00000000
6051.08139  1.00000000
6051.21890  1.00000000
6051.35642  1.00000000
6051.49394  1.00000000
6051.63145  1.00000000
6051.76897  1.00000000
6051.90649  1.00000000
6052.04401  1.00000000
6052.18152  1.00000000
6052.31904  1.00000000
6052.45656  1.00000000
6052.59407  1.00000000
6052.73159  1.00000000
6052.86911  1.00000000
6053.00663  1.00000000
6053.14414  1.00000000
6053.28166  1.00000000
6053.41918  1.00000000
6053.55669  1.00000000
6053.69421  1.00000000
6053.83173  1.00000000
6053.96925  1.00000000
6054.10676  1.00000000
6054.24428  1.00000000
6054.38180  1.00000000
6054.51931  1.00000000
6054.65683  1.00000000
6054.79435  1.00000000
6054.93187  1.00000000
6055.06938  1.00000000
6055.20690  1.00000000
6055.34442  1.00000000
6055.48194  1.00000000
6055.61945  1.00000000
6055.75697  1.00000000
6055.89449  1.00000000
6056.03200  1.00000000
6056.16952  1.00000000
6056.30704  1.00000000
6056.44456  1.00000000
6056.58207  1.00000000
6056.71959  1.00000000
6056.85711  1.00000000
6056.99462  1.00000000
6057.13214  1.00000000
6057.26966  1.00000000
6057.40718  1.00000000
6057.54469  1.00000000
6057.68221  1.00000000
6057.81973  1.00000000
6057.95724  1.00000000
6058.09476  1.00000000
6058.23228  1.00000000
6058.36980  1.00000000
6058.50731  1.00000000
6058.64483  1.00000000
6058.78235  1.00000000
6058.91986  1.00000000
6059.05738  1.00000000
6059.19490  1.00000000
6059.33242  1.00000000
6059.46993  1.00000000
6059.60745  1.00000000
6059.74497  1.00000000
6059.88249  1.00000000
6060.02000  1.00000000
6060.15752  1.00000000
6060.29504  1.00000000
6060.43255  1.00000000
6060.57007  1.00000000
6060.70759  1.00000000
6060.84511  1.00000000
6060.98262  1.00000000
6061.12014  1.00000000
6061.25766  1.00000000
6061.39517  1.00000000
6061.53269  1.00000000
6061.67021  1.00000000
6061.80773  1.00000000
6061.94524  1.00000000
6062.08276  1.00000000
6062.22028  1.00000000
6062.35779  1.00000000
6062.49531  1.00000000
6062.63283  1.00000000
6062.77035  1.00000000
6062.90786  1.00000000
6063.04538  1.00000000
6063.18290  1.00000000
6063.32042  1.00000000
6063.45793  1.00000000
6063.59545  1.00000000
6063.73297  1.00000000
6063.87048  1.00000000
6064.00800  1.00000000
6064.14552  1.00000000
6064.28304  1.00000000
6064.42055  1.00000000
6064.55807  1.00000000
6064.69559  1.00000000
6064.83310  1.00000000
6064.97062  1.00000000
6065.10814  1.00000000
6065.24566  1.00000000
6065.38317  1.00000000
6065.52069  1.00000000
6065.65821  1.00000000
6065.79572  1.00000000
6065.93324  1.00000000
6066.07076  1.00000000
6066.20828  1.00000000
6066.34579  1.00000000
6066.48331  1.00000000
6066.62083  1.00000000
6066.75834  1.00000000
6066.89586  1.00000000
6067.03338  1.00000000
6067.17090  1.00000000
6067.30841  1.00000000
6067.44593  1.00000000
6067.58345  1.00000000
6067.72097  1.00000000
6067.85848  1.00000000
6067.99600  1.00000000
6068.13352  1.00000000
6068.27103  1.00000000
6068.40855  1.00000000
6068.54607  1.00000000
6068.68359  1.00000000
6068.82110  1.00000000
6068.95862  1.00000000
6069.09614  1.00000000
6069.23365  1.00000000
6069.37117  1.00000000
6069.50869  1.00000000
6069.64621  1.00000000
6069.78372  1.00000000
6069.92124  1.00000000
6070.05876  1.00000000
6070.19627  1.00000000
6070.33379  1.00000000
6070.47131  1.00000000
6070.60883  1.00000000
6070.74634  1.00000000
6070.88386  1.00000000
6071.02138  1.00000000
6071.15889  1.00000000
6071.29641  1.00000000
6071.43393  1.00000000
6071.57145  1.00000000
6071.70896  1.00000000
6071.84648  1.00000000
6071.98400  1.00000000
6072.12152  1.00000000
6072.25903  1.00000000
6072.39655  1.00000000
6072.53407  1.00000000
6072.67158  1.00000000
6072.80910  1.00000000
6072.94662  1.00000000
6073.08414  1.00000000
6073.22165  1.00000000
6073.35917  1.00000000
6073.49669  1.00000000
6073.63420  1.00000000
6073.77172  1.00000000
6073.90924  1.00000000
6074.04676  1.00000000
6074.18427  1.00000000
6074.32179  1.00000000
6074.45931  1.00000000
6074.59682  1.00000000
6074.73434  1.00000000
6074.87186  1.00000000
6075.00938  1.00000000
6075.14689  1.00000000
6075.28441  1.00000000
6075.42193  1.00000000
6075.55944  1.00000000
6075.69696  1.00000000
6075.83448  1.00000000
6075.97200  1.00000000
6076.10951  1.00000000
6076.24703  1.00000000
6076.38455  1.00000000
6076.52207  1.00000000
6076.65958  1.00000000
6076.79710  1.00000000
6076.93462  1.00000000
6077.07213  1.00000000
6077.20965  1.00000000
6077.34717  1.00000000
6077.48469  1.00000000
6077.62220  1.00000000
6077.75972  1.00000000
6077.89724  1.00000000
6078.03475  1.00000000
6078.17227  1.00000000
6078.30979  1.00000000
6078.44731  1.00000000
6078.58482  1.00000000
6078.72234  1.00000000
6078.85986  1.00000000
6078.99737  1.00000000
6079.13489  1.00000000
6079.27241  1.00000000
6079.40993  1.00000000
6079.54744  1.00000000
6079.68496  1.00000000
6079.82248  1.00000000
6079.95999  1.00000000
6080.09751  1.00000000
6080.23503  1.00000000
6080.37255  1.00000000
6080.51006  1.00000000
6080.64758  1.00000000
6080.78510  1.00000000
6080.92262  1.00000000
6081.06013  1.00000000
6081.19765  1.00000000
6081.33517  1.00000000
6081.47268  1.00000000
6081.61020  1.00000000
6081.74772  1.00000000
6081.88524  1.00000000
6082.02275  1.00000000
6082.16027  1.00000000
6082.29779  1.00000000
6082.43530  1.00000000
6082.57282  1.00000000
6082.71034  1.00000000
6082.84786  1.00000000
6082.98537  1.00000000
6083.12289  1.00000000
6083.26041  1.00000000
6083.39792  1.00000000
6083.53544  1.00000000
6083.67296  1.00000000
6083.81048  1.00000000
6083.94799  1.00000000
6084.08551  1.00000000
6084.22303  1.00000000
6084.36055  1.00000000
6084.49806  1.00000000
6084.63558  1.00000000
6084.77310  1.00000000
6084.91061  1.00000000
6085.04813  1.00000000
6085.18565  1.00000000
6085.32317  1.00000000
6085.46068  1.00000000
6085.59820  1.00000000
6085.73572  1.00000000
6085.87323  1.00000000
6086.01075  1.00000000
6086.14827  1.00000000
6086.28579  1.00000000
6086.42330  1.00000000
6086.56082  1.00000000
6086.69834  1.00000000
6086.83585  1.00000000
6086.97337  1.00000000
6087.11089  1.00000000
6087.24841  1.00000000
6087.38592  1.00000000
6087.52344  1.00000000
6087.66096  1.00000000
6087.79847  1.00000000
6087.93599  1.00000000
6088.07351  1.00000000
6088.21103  1.00000000
6088.34854  1.00000000
6088.48606  1.00000000
6088.62358  1.00000000
6088.76110  1.00000000
6088.89861  1.00000000
6089.03613  1.00000000
6089.17365  1.00000000
6089.31116  1.00000000
6089.44868  1.00000000
6089.58620  1.00000000
6089.72372  1.00000000
6089.86123  1.00000000
6089.99875  1.00000000
6090.13627  1.00000000
6090.27378  1.00000000
6090.41130  1.00000000
6090.54882  1.00000000
6090.68634  1.00000000
6090.82385  1.00000000
6090.96137  1.00000000
6091.09889  1.00000000
6091.23640  1.00000000
6091.37392  1.00000000
6091.51144  1.00000000
6091.64896  1.00000000
6091.78647  1.00000000
6091.92399  1.00000000
6092.06151  1.00000000
6092.19902  1.00000000
6092.33654  1.00000000
6092.47406  1.00000000
6092.61158  1.00000000
6092.74909  1.00000000
6092.88661  1.00000000
6093.02413  1.00000000
6093.16165  1.00000000
6093.29916  1.00000000
6093.43668  1.00000000
6093.57420  1.00000000
6093.71171  1.00000000
6093.84923  1.00000000
6093.98675  1.00000000
6094.12427  1.00000000
6094.26178  1.00000000
6094.39930  1.00000000
6094.53682  1.00000000
6094.67433  1.00000000
6094.81185  1.00000000
6094.94937  1.00000000
6095.08689  1.00000000
6095.22440  1.00000000
6095.36192  1.00000000
6095.49944  1.00000000
6095.63695  1.00000000
6095.77447  1.00000000
6095.91199  1.00000000
6096.04951  1.00000000
6096.18702  1.00000000
6096.32454  1.00000000
6096.46206  1.00000000
6096.59957  1.00000000
6096.73709  1.00000000
6096.87461  1.00000000
6097.01213  1.00000000
6097.14964  1.00000000
6097.28716  1.00000000
6097.42468  1.00000000
6097.56220  1.00000000
6097.69971  1.00000000
6097.83723  1.00000000
6097.97475  1.00000000
6098.11226  1.00000000
6098.24978  1.00000000
6098.38730  1.00000000
6098.52482  1.00000000
6098.66233  1.00000000
6098.79985  1.00000000
6098.93737  1.00000000
6099.07488  1.00000000
6099.21240  1.00000000
6099.34992  1.00000000
6099.48744  1.00000000
6099.62495  1.00000000
6099.76247  1.00000000
6099.89999  1.00000000
6100.03750  1.00000000
6100.17502  1.00000000
6100.31254  1.00000000
6100.45006  1.00000000
6100.58757  1.00000000
6100.72509  1.00000000
6100.86261  1.00000000
6101.00013  1.00000000
6101.13764  1.00000000
6101.27516  1.00000000
6101.41268  1.00000000
6101.55019  1.00000000
6101.68771  1.00000000
6101.82523  1.00000000
6101.96275  1.00000000
6102.10026  1.00000000
6102.23778  1.00000000
6102.37530  1.00000000
6102.51281  1.00000000
6102.65033  1.00000000
6102.78785  1.00000000
6102.92537  1.00000000
6103.06288  1.00000000
6103.20040  1.00000000
6103.33792  1.00000000
6103.47543  1.00000000
6103.61295  1.00000000
6103.75047  1.00000000
6103.88799  1.00000000
6104.02550  1.00000000
6104.16302  1.00000000
6104.30054  1.00000000
6104.43805  1.00000000
6104.57557  1.00000000
6104.71309  1.00000000
6104.85061  1.00000000
6104.98812  1.00000000
6105.12564  1.00000000
6105.26316  1.00000000
6105.40068  1.00000000
6105.53819  1.00000000
6105.67571  1.00000000
6105.81323  1.00000000
6105.95074  1.00000000
6106.08826  1.00000000
6106.22578  1.00000000
6106.36330  1.00000000
6106.50081  1.00000000
6106.63833  1.00000000
6106.77585  1.00000000
6106.91336  1.00000000
6107.05088  1.00000000
6107.18840  1.00000000
6107.32592  1.00000000
6107.46343  1.00000000
6107.60095  1.00000000
6107.73847  1.00000000
6107.87598  1.00000000
6108.01350  1.00000000
6108.15102  1.00000000
6108.28854  1.00000000
6108.42605  1.00000000
6108.56357  1.00000000
6108.70109  1.00000000
6108.83860  1.00000000
6108.97612  1.00000000
6109.11364  1.00000000
6109.25116  1.00000000
6109.38867  1.00000000
6109.52619  1.00000000
6109.66371  1.00000000
6109.80123  1.00000000
6109.93874  1.00000000
6110.07626  1.00000000
6110.21378  1.00000000
6110.35129  1.00000000
6110.48881  1.00000000
6110.62633  1.00000000
6110.76385  1.00000000
6110.90136  1.00000000
6111.03888  1.00000000
6111.17640  1.00000000
6111.31391  1.00000000
6111.45143  1.00000000
6111.58895  1.00000000
6111.72647  1.00000000
6111.86398  1.00000000
6112.00150  1.00000000
6112.13902  1.00000000
6112.27653  1.00000000
6112.41405  1.00000000
6112.55157  1.00000000
6112.68909  1.00000000
6112.82660  1.00000000
6112.96412  1.00000000
6113.10164  1.00000000
6113.23915  1.00000000
6113.37667  1.00000000
6113.51419  1.00000000
6113.65171  1.00000000
6113.78922  1.00000000
6113.92674  1.00000000
6114.06426  1.00000000
6114.20178  1.00000000
6114.33929  1.00000000
6114.47681  1.00000000
6114.61433  1.00000000
6114.75184  1.00000000
6114.88936  1.00000000
6115.02688  1.00000000
6115.16440  1.00000000
6115.30191  1.00000000
6115.43943  1.00000000
6115.57695  1.00000000
6115.71446  1.00000000
6115.85198  1.00000000
6115.98950  1.00000000
6116.12702  1.00000000
6116.26453  1.00000000
6116.40205  1.00000000
6116.53957  1.00000000
6116.67708  1.00000000
6116.81460  1.00000000
6116.95212  1.00000000
6117.08964  1.00000000
6117.22715  1.00000000
6117.36467  1.00000000
6117.50219  1.00000000
6117.63970  1.00000000
6117.77722  1.00000000
6117.91474  1.00000000
6118.05226  1.00000000
6118.18977  1.00000000
6118.32729  1.00000000
6118.46481  1.00000000
6118.60233  1.00000000
6118.73984  1.00000000
6118.87736  1.00000000
6119.01488  1.00000000
6119.15239  1.00000000
6119.28991  1.00000000
6119.42743  1.00000000
6119.56495  1.00000000
6119.70246  1.00000000
6119.83998  1.00000000
6119.97750  1.00000000
6120.11501  1.00000000
6120.25253  1.00000000
6120.39005  1.00000000
6120.52757  1.00000000
6120.66508  1.00000000
6120.80260  1.00000000
6120.94012  1.00000000
6121.07763  1.00000000
6121.21515  1.00000000
6121.35267  1.00000000
6121.49019  1.00000000
6121.62770  1.00000000
6121.76522  1.00000000
6121.90274  1.00000000
6122.04026  1.00000000
6122.17777  1.00000000
6122.31529  1.00000000
6122.45281  1.00000000
6122.59032  1.00000000
6122.72784  1.00000000
6122.86536  1.00000000
6123.00288  1.00000000
6123.14039  1.00000000
6123.27791  1.00000000
6123.41543  1.00000000
6123.55294  1.00000000
6123.69046  1.00000000
6123.82798  1.00000000
6123.96550  1.00000000
6124.10301  1.00000000
6124.24053  1.00000000
6124.37805  1.00000000
6124.51556  1.00000000
6124.65308  1.00000000
6124.79060  1.00000000
6124.92812  1.00000000
6125.06563  1.00000000
6125.20315  1.00000000
6125.34067  1.00000000
6125.47818  1.00000000
6125.61570  1.00000000
6125.75322  1.00000000
6125.89074  1.00000000
6126.02825  1.00000000
6126.16577  1.00000000
6126.30329  1.00000000
6126.44081  1.00000000
6126.57832  1.00000000
6126.71584  1.00000000
6126.85336  1.00000000
6126.99087  1.00000000
6127.12839  1.00000000
6127.26591  1.00000000
6127.40343  1.00000000
6127.54094  1.00000000
6127.67846  1.00000000
6127.81598  1.00000000
6127.95349  1.00000000
6128.09101  1.00000000
6128.22853  1.00000000
6128.36605  1.00000000
6128.50356  1.00000000
6128.64108  1.00000000
6128.77860  1.00000000
6128.91611  1.00000000
6129.05363  1.00000000
6129.19115  1.00000000
6129.32867  1.00000000
6129.46618  1.00000000
6129.60370  1.00000000
6129.74122  1.00000000
6129.87873  1.00000000
6130.01625  1.00000000
6130.15377  1.00000000
6130.29129  1.00000000
6130.42880  1.00000000
6130.56632  1.00000000
6130.70384  1.00000000
6130.84136  1.00000000
6130.97887  1.00000000
6131.11639  1.00000000
